1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
9.14657E+13,9.55617E+13,1.11769E+14,1.2635E+14,1.42508E+14,1.4843E+14,1.69958E+14,1.75188E+14,1.86764E+14,1.89462E+14,2.04327E+14,2.2867E+14,2.35628E+14,2.35365E+14,2.34697E+14,2.41195E+14,2.49277E+14,2.48581E+14,2.58544E+14,2.91747E+14,3.31697E+14,3.63413E+14,3.99115E+14,4.57359E+14,5.11021E+14,4.85119E+14,5.38645E+14,6.03463E+14,6.1933E+14,6.41543E+14,6.59692E+14,6.19092E+14,6.28133E+14,6.7313E+14,7.14496E+14,7.25399E+14,7.01515E+14,7.98797E+14
